HMDB,MetName,Symbol,CellLoc,TissueLoc,BiospecLoc,Mode,Direction,Status,Uniprot,ProtName
"""HMDB0014328""","""Amphetamine""","""GALR1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P47211""",null
"""HMDB0014680""","""Nortriptyline""","""GALR1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P47211""",null
"""HMDB0015070""","""Oxymetazoline""","""GALR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P47211""",null
"""HMDB0014600""","""Prazosin""","""GALR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P47211""",null
"""HMDB0000259""","""Serotonin""","""GALR1""","[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:P47211""",null
"""HMDB0014794""","""Trazodone""","""GALR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P47211""",null
"""HMDB0015559""","""Thioproperazine""","""GALR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P47211""",null
"""HMDB0014940""","""Alfentanil""","""GALR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P47211""",null
"""HMDB0014323""","""Valsartan""","""GALR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""activation""",null,null,"""uniprot:P47211""",null
"""HMDB0000895""","""Acetylcholine""","""GALR1""","[""Cytoplasm"", ""Extracellular"", ""Nucleus""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Cerebrospinal Fluid (CSF)"", ""Saliva""]","""activation""",null,null,"""uniprot:P47211""",null
"""HMDB0000870""","""Histamine""","""GALR1""","[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""activation""",null,null,"""uniprot:P47211""",null
"""HMDB0000220""","""Palmitic acid""","""GALR1""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""activation""",null,null,"""uniprot:P47211""",null
"""HMDB0001043""","""Arachidonic acid""","""SLC27A1""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""activation""",null,null,"""uniprot:Q6PCB7""",null
"""HMDB0001999""","""Eicosapentaenoic acid""","""SLC27A1""","[""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Kidney"", ""Leukocyte"", ""Liver"", ""Placenta"", ""Platelet"", ""Skeletal Muscle""]","[""Blood"", ""Feces"", ""Sweat"", ""Urine""]","""activation""",null,null,"""uniprot:Q6PCB7""",null
"""HMDB0000673""","""Linoleic acid""","""SLC27A1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""activation""",null,null,"""uniprot:Q6PCB7""",null
"""HMDB0001388""","""alpha-Linolenic acid""","""SLC27A1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Feces"", ""Saliva"", ""Urine""]","""activation""",null,null,"""uniprot:Q6PCB7""",null
"""HMDB0000220""","""Palmitic acid""","""SLC27A1""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""activation""",null,null,"""uniprot:Q6PCB7""",null
"""HMDB0001830""","""Progesterone""","""PGR""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Fibroblasts"", ""Neuron"", ""Ovary"", ""Placenta"", ""Platelet"", ""Prostate"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""activation""",null,null,"""uniprot:P06401""",null
"""HMDB0001830""","""Progesterone""","""PGR""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Fibroblasts"", ""Neuron"", ""Ovary"", ""Placenta"", ""Platelet"", ""Prostate"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""activation""",null,null,"""uniprot:P06401""",null
"""HMDB0015364""","""Dexamethasone""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0014998""","""Prednisolone""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0000151""","""Estradiol""","""PGR""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0014565""","""Spironolactone""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0000265""","""Liothyronine""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Gland"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Neuron"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0001926""","""17a-Ethynylestradiol""","""PGR""","[""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0001830""","""Progesterone""","""PGR""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Fibroblasts"", ""Neuron"", ""Ovary"", ""Placenta"", ""Platelet"", ""Prostate"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0015489""","""Testosterone Propionate""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0015655""","""Methyltestosterone""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0000234""","""Testosterone""","""PGR""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Brain"", ""Ovary"", ""Semen"", ""Skeletal Muscle"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0000053""","""Androstenedione""","""PGR""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Ovary"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0014855""","""Norethindrone""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0014522""","""Dydrogesterone""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0014961""","""Ethynodiol Diacetate""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0015181""","""Fluocinonide""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0014469""","""Fluorometholone""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0002961""","""Dihydrotestosterone""","""PGR""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Epidermis"", ""Fibroblasts"", ""Hair"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Prostate"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0014511""","""Levonorgestrel""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0014984""","""Flurandrenolide""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0003116""","""Stanozolol""","""PGR""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0014972""","""Mifepristone""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0014326""","""Flunisolide""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0000686""","""Isoursodeoxycholic acid""","""PGR""","[""Extracellular""]","[""Gall Bladder"", ""Intestine"", ""Kidney"", ""Liver""]","[""Blood"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0000619""","""Cholic acid""","""PGR""","[""Extracellular""]","[""Intestine"", ""Kidney"", ""Liver"", ""Placenta"", ""Platelet"", ""Spleen""]","[""Bile"", ""Blood"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0005036""","""Fluticasone propionate""","""PGR""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0001852""","""all-trans-Retinoic acid""","""PGR""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Nucleus""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Testis""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0000207""","""Oleic acid""","""PGR""","[""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Epidermis"", ""Intestine"", ""Liver"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0001903""","""Calcitriol""","""PGR""","[""Extracellular"", ""Membrane"", ""Mitochondria""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Feces""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0015353""","""Budesonide""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0014687""","""Desoximetasone""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0014439""","""Etonogestrel""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0000131""","""Glycerol""","""PGR""","[""Extracellular"", ""Mitochondria""]","[""Adipose Tissue"", ""Bladder"", ""Brain"", ""Epidermis"", ""Kidney"", ""Liver"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0001448""","""Sulfate""","""PGR""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Placenta""]","[""Blood"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0000037""","""Aldosterone""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0000374""","""17-Hydroxyprogesterone""","""PGR""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Testis""]","[""Blood"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0000761""","""Lithocholic acid""","""PGR""","[""Extracellular""]","[""Intestine"", ""Liver""]","[""Bile"", ""Blood"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0014449""","""Desogestrel""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0014452""","""Bexarotene""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P06401""",null
"""HMDB0001830""","""Progesterone""","""PGR""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Fibroblasts"", ""Neuron"", ""Ovary"", ""Placenta"", ""Platelet"", ""Prostate"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""inhibition""",null,null,"""uniprot:P06401""",null
"""HMDB0002961""","""Dihydrotestosterone""","""PGR""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Epidermis"", ""Fibroblasts"", ""Hair"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Prostate"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""inhibition""",null,null,"""uniprot:P06401""",null
"""HMDB0014972""","""Mifepristone""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""inhibition""",null,null,"""uniprot:P06401""",null
"""HMDB0000151""","""Estradiol""","""PGR""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","""activation""",null,null,"""uniprot:P06401""",null
"""HMDB0014565""","""Spironolactone""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""activation""",null,null,"""uniprot:P06401""",null
"""HMDB0001830""","""Progesterone""","""PGR""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Fibroblasts"", ""Neuron"", ""Ovary"", ""Placenta"", ""Platelet"", ""Prostate"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""activation""",null,null,"""uniprot:P06401""",null
"""HMDB0014855""","""Norethindrone""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""activation""",null,null,"""uniprot:P06401""",null
"""HMDB0014522""","""Dydrogesterone""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""activation""",null,null,"""uniprot:P06401""",null
"""HMDB0014961""","""Ethynodiol Diacetate""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""activation""",null,null,"""uniprot:P06401""",null
"""HMDB0014511""","""Levonorgestrel""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""activation""",null,null,"""uniprot:P06401""",null
"""HMDB0014972""","""Mifepristone""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""activation""",null,null,"""uniprot:P06401""",null
"""HMDB0000429""","""17alpha-Estradiol""","""PGR""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""activation""",null,null,"""uniprot:P06401""",null
"""HMDB0005036""","""Fluticasone propionate""","""PGR""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""activation""",null,null,"""uniprot:P06401""",null
"""HMDB0014439""","""Etonogestrel""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""activation""",null,null,"""uniprot:P06401""",null
"""HMDB0014449""","""Desogestrel""","""PGR""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""activation""",null,null,"""uniprot:P06401""",null
"""HMDB0000273""","""Thymidine""","""NPY5R""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Gland"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Amniotic Fluid"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q15761""",null
"""HMDB0000975""","""Trehalose""","""NPY5R""","[""Extracellular""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Platelet"", ""Skeletal Muscle""]","[""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:Q15761""",null
"""HMDB0014323""","""Valsartan""","""NPY5R""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q15761""",null
"""HMDB0000050""","""Adenosine""","""NPY5R""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q15761""",null
"""HMDB0014844""","""Tamsulosin""","""NPY5R""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q15761""",null
"""HMDB0000169""","""D-Mannose""","""NPY5R""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q15761""",null
"""HMDB0000216""","""Norepinephrine""","""NPY5R""","[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Heart"", ""Intestine"", ""Kidney"", ""Leukocyte"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:Q15761""",null
"""HMDB0008923""","""PE(16:0/16:0)""","""NPY5R""","[""Extracellular"", ""Membrane""]","[""All Tissues"", ""Brain""]","[""Feces""]","""binding""",null,null,"""uniprot:Q15761""",null
"""HMDB0001358""","""Retinal""","""NPY5R""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Adrenal Cortex"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q15761""",null
"""HMDB0001220""","""Prostaglandin E2""","""NPY5R""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Brain"", ""Epidermis"", ""Fibroblasts"", ""Placenta""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:Q15761""",null
"""HMDB0001442""","""Prostaglandin E1""","""NPY5R""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]","[""Blood""]","""binding""",null,null,"""uniprot:Q15761""",null
"""HMDB0004080""","""Anandamide""","""NPY5R""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:Q15761""",null
"""HMDB0004666""","""MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)""","""NPY5R""","[""Extracellular"", ""Membrane""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:Q15761""",null
"""HMDB0000990""","""Acetaldehyde""","""NPY5R""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Peroxisome""]","[""Adrenal Medulla"", ""Brain"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:Q15761""",null
"""HMDB0000073""","""Dopamine""","""NPY5R""","[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:Q15761""",null
