,HMDB,Symbol,Direction,MetName,Transport,T_direction,Reversibility,DB
12577,HMDB0013021,CPA6,producing,Neuromedin N (1-4),unknown,unknown,reversible,ReconProductionDegradation
1490,HMDB0000902,NDUFB6,producing,NAD,unknown,unknown,irreversible,ReconProductionDegradation
1489,HMDB0059661,NDUFB6,producing,QH(2),unknown,unknown,irreversible,ReconProductionDegradation
12574,HMDB0012988,CPA6,degrading,Kinetensin,unknown,unknown,reversible,ReconProductionDegradation
1081,HMDB0002288,HADHA,producing,5-cis-8-cis-Tetradecadienoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1080,HMDB0001521,HADHA,producing,Tetradecanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1079,HMDB0006532,HADHA,producing,Palmitoleyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
12721,HMDB0000151,CYP4F8,producing,Estradiol,unknown,unknown,irreversible,ReconProductionDegradation
44116,HMDB0029751,CYP2C19,degrading,Naphthalene,unknown,unknown,irreversible,ReconProductionDegradation
12111,HMDB0000538,ULK4,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
44115,HMDB0006552,CYP2C19,degrading,Aflatoxin B1,unknown,unknown,irreversible,ReconProductionDegradation
11006,HMDB0060245,GGTLC2,degrading,L-3-Cyanoalanine,unknown,unknown,irreversible,ReconProductionDegradation
11747,HMDB0001275,ACOX3,producing,Propionyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
12718,HMDB0012562,CYP4F8,producing,13'-Hydroxy-gamma-tocotrienol,unknown,unknown,irreversible,ReconProductionDegradation
11745,HMDB0001518,ACOX3,producing,alpha-CEHC,unknown,unknown,irreversible,ReconProductionDegradation
11009,HMDB0001198,GGTLC2,degrading,Leukotriene C4,unknown,unknown,reversible,ReconProductionDegradation
11010,HMDB0000125,GGTLC2,degrading,Glutathione,unknown,unknown,reversible,ReconProductionDegradation
12720,HMDB0000145,CYP4F8,producing,Estrone,unknown,unknown,irreversible,ReconProductionDegradation
1614,HMDB0000221,G6PD,producing,NADPH,unknown,unknown,reversible,ReconProductionDegradation
44117,HMDB0062438,CYP2C19,degrading,9-Hydroxybenzo[a]pyrene,unknown,unknown,irreversible,ReconProductionDegradation
44118,HMDB0060438,CYP2C19,degrading,"Benzo[a]pyrene-7,8-diol",unknown,unknown,irreversible,ReconProductionDegradation
10987,HMDB0001341,EPHA1,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
10988,HMDB0000123,SIRT1,producing,Glycine,unknown,unknown,reversible,ReconProductionDegradation
10989,HMDB0000148,SIRT1,producing,L-Glutamic acid,unknown,unknown,reversible,ReconProductionDegradation
1624,HMDB0000302,B4GALT6,degrading,Uridine diphosphategalactose,unknown,unknown,irreversible,ReconProductionDegradation
46891,HMDB0000045,SLC27A1,producing,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation
46892,HMDB0001206,SLC27A1,producing,Acetyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
46893,HMDB0001487,SLC27A1,producing,NADH,unknown,unknown,irreversible,ReconProductionDegradation
12108,HMDB0000295,GALNT9,producing,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation
12728,HMDB0002190,CYP4F8,producing,"5,6-Epoxy-8,11,14-eicosatrienoic acid",unknown,unknown,irreversible,ReconProductionDegradation
12727,HMDB0002232,CYP4F8,producing,"8,9-Epoxyeicosatrienoic acid",unknown,unknown,irreversible,ReconProductionDegradation
12726,HMDB0004673,CYP4F8,producing,"11,12-Epoxyeicosatrienoic acid",unknown,unknown,irreversible,ReconProductionDegradation
12725,HMDB0004264,CYP4F8,producing,"14,15-Epoxy-5,8,11-eicosatrienoic acid",unknown,unknown,irreversible,ReconProductionDegradation
12724,HMDB0245567,CYP4F8,producing,20-hydroxyleukotriene B4,unknown,unknown,irreversible,ReconProductionDegradation
12723,HMDB0001509,CYP4F8,producing,20-Hydroxy-leukotriene B4,unknown,unknown,irreversible,ReconProductionDegradation
12722,HMDB0000142,CYP4F8,producing,Formic acid,unknown,unknown,irreversible,ReconProductionDegradation
44119,HMDB0062469,CYP2C19,degrading,Benzo[a]pyrene,unknown,unknown,irreversible,ReconProductionDegradation
12719,HMDB0004702,CYP4F8,producing,"12,13-EpOME",unknown,unknown,irreversible,ReconProductionDegradation
11015,HMDB0060477,GGTLC2,producing,gamma-Glutamyl-beta-aminopropiononitrile,unknown,unknown,irreversible,ReconProductionDegradation
1600,HMDB0000538,CSK,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
232,HMDB0000213,GDPD2,producing,myo-Inositol 1-phosphate,unknown,unknown,irreversible,ReconProductionDegradation
233,HMDB0000131,GDPD2,producing,Glycerol,unknown,unknown,irreversible,ReconProductionDegradation
235,HMDB0000538,CAMK2B,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
236,HMDB0001341,CAMK2B,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
12715,HMDB0006245,CYP4F8,producing,18-Hydroxyarachidonic acid,unknown,unknown,irreversible,ReconProductionDegradation
1601,HMDB0001341,CSK,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
11016,HMDB0060478,GGTLC2,producing,gamma-Glutamyl-beta-cyanoalanine,unknown,unknown,irreversible,ReconProductionDegradation
11026,HMDB0060391,GSTT2,degrading,"4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene",unknown,unknown,reversible,ReconProductionDegradation
11027,HMDB0060344,GSTT2,degrading,2-Bromoacetaldehyde,unknown,unknown,irreversible,ReconProductionDegradation
12714,HMDB0000335,CYP4F8,producing,16a-Hydroxyestrone,unknown,unknown,irreversible,ReconProductionDegradation
12713,HMDB0000338,CYP4F8,producing,2-Hydroxyestradiol,unknown,unknown,irreversible,ReconProductionDegradation
11028,HMDB0060452,GSTT2,degrading,Chloroacetyl chloride,unknown,unknown,irreversible,ReconProductionDegradation
11029,HMDB0060333,GSTT2,degrading,"1,1-Dichloroethylene epoxide",unknown,unknown,irreversible,ReconProductionDegradation
11030,HMDB0029593,GSTT2,degrading,Trichloroethylene,unknown,unknown,irreversible,ReconProductionDegradation
1605,HMDB0000538,UBE2G2,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
228,HMDB0011649,GDPD2,degrading,Glycerophosphoinositol,unknown,unknown,irreversible,ReconProductionDegradation
11018,HMDB0003080,GGTLC2,producing,Leukotriene D4,unknown,unknown,reversible,ReconProductionDegradation
1613,HMDB0001127,G6PD,producing,6-Phosphonoglucono-D-lactone,unknown,unknown,reversible,ReconProductionDegradation
1612,HMDB0000217,G6PD,degrading,NADP,unknown,unknown,reversible,ReconProductionDegradation
1611,HMDB0001401,G6PD,degrading,Glucose 6-phosphate,unknown,unknown,reversible,ReconProductionDegradation
11019,HMDB0000078,GGTLC2,producing,Cysteinylglycine,unknown,unknown,reversible,ReconProductionDegradation
11020,HMDB0000148,GGTLC2,producing,L-Glutamic acid,unknown,unknown,reversible,ReconProductionDegradation
12716,HMDB0004244,CYP4F8,producing,15(S)-HPETE,unknown,unknown,reversible,ReconProductionDegradation
12112,HMDB0001341,ULK4,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
11744,HMDB0002009,ACOX3,producing,Crotonoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
12113,HMDB0006290,FADS3,degrading,Alpha-Linolenoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
11743,HMDB0059661,ACOX3,producing,QH(2),unknown,unknown,irreversible,ReconProductionDegradation
12114,HMDB0003947,FADS3,degrading,"8Z,11Z,14Z-eicosatrienoyl-CoA",unknown,unknown,irreversible,ReconProductionDegradation
12115,HMDB0001064,FADS3,degrading,Linoleoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1607,HMDB0000045,UBE2G2,producing,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation
10986,HMDB0000538,EPHA1,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
10983,HMDB0000045,VARS1,producing,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation
1061,HMDB0013028,HADHA,producing,Nonanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1644,HMDB0000538,RNF130,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
44121,HMDB0000053,CYP2C19,degrading,Androstenedione,unknown,unknown,irreversible,ReconProductionDegradation
44120,HMDB0000673,CYP2C19,degrading,Linoleic acid,unknown,unknown,irreversible,ReconProductionDegradation
10978,HMDB0000883,VARS1,degrading,L-Valine,unknown,unknown,irreversible,ReconProductionDegradation
1646,HMDB0000045,RNF130,producing,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation
1031,HMDB0011123,HADHA,degrading,"trans,cis-Lauro-2,6-dienoyl-CoA",unknown,unknown,reversible,ReconProductionDegradation
1032,HMDB0003944,HADHA,degrading,trans-2-Hexenoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1643,HMDB0001341,WEE2,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
1035,HMDB0006530,HADHA,degrading,"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",unknown,unknown,reversible,ReconProductionDegradation
1642,HMDB0000538,WEE2,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
1641,HMDB0000618,RPIA,producing,D-Ribulose 5-phosphate,unknown,unknown,reversible,ReconProductionDegradation
1033,HMDB0003950,HADHA,degrading,7-Methylinosine,unknown,unknown,irreversible,ReconProductionDegradation
1640,HMDB0001548,RPIA,degrading,D-Ribose 5-phosphate,unknown,unknown,reversible,ReconProductionDegradation
46883,HMDB0000220,SLC27A1,producing,Palmitic acid,e->c,in,reversible,ReconProductionDegradation
46885,HMDB0002368,SLC27A1,producing,Nervonic acid,c->e,out,irreversible,ReconProductionDegradation
46886,HMDB0002231,SLC27A1,producing,11Z-Eicosenoic acid,c->e,out,irreversible,ReconProductionDegradation
44122,HMDB0000234,CYP2C19,degrading,Testosterone,unknown,unknown,irreversible,ReconProductionDegradation
44123,HMDB0001043,CYP2C19,degrading,Arachidonic acid,unknown,unknown,irreversible,ReconProductionDegradation
217,HMDB0000073,SLC6A3,producing,Dopamine,c->e,out,irreversible,ReconProductionDegradation
207,HMDB0000132,QTRT1,degrading,Guanine,unknown,unknown,reversible,ReconProductionDegradation
209,HMDB0001495,QTRT1,producing,Queuine,unknown,unknown,reversible,ReconProductionDegradation
10964,HMDB0000131,AQP7,producing,Glycerol,c->e,out,reversible,ReconProductionDegradation
1026,HMDB0006519,HADHA,degrading,Stearidonoyl CoA,unknown,unknown,irreversible,ReconProductionDegradation
1027,HMDB0006290,HADHA,degrading,Alpha-Linolenoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
44125,HMDB0003375,CYP2C19,degrading,(+)-Limonene,unknown,unknown,irreversible,ReconProductionDegradation
1028,HMDB0001064,HADHA,degrading,Linoleoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1029,HMDB0001248,HADHA,degrading,FAD,unknown,unknown,irreversible,ReconProductionDegradation
1030,HMDB0006889,HADHA,degrading,"3a,7a,12a-Trihydroxy-5b-cholest-24-enoyl-CoA",unknown,unknown,reversible,ReconProductionDegradation
210,HMDB0000538,RIPK4,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
211,HMDB0001341,RIPK4,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
44124,HMDB0006525,CYP2C19,degrading,(+)-alpha-Pinene,unknown,unknown,irreversible,ReconProductionDegradation
10971,HMDB0001565,ENPP7,producing,Phosphorylcholine,unknown,unknown,irreversible,ReconProductionDegradation
216,HMDB0000216,SLC6A3,producing,Norepinephrine,c->e,out,irreversible,ReconProductionDegradation
1034,HMDB0003946,HADHA,degrading,(2E)-Tetradecenoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
11752,HMDB0001487,ACOX3,producing,NADH,unknown,unknown,irreversible,ReconProductionDegradation
1052,HMDB0004601,HADHA,producing,"3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA",unknown,unknown,reversible,ReconProductionDegradation
1053,HMDB0003932,HADHA,producing,(S)-3-Hydroxyhexadecanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1054,HMDB0003934,HADHA,producing,(S)-3-Hydroxytetradecanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1055,HMDB0006368,HADHA,producing,Gamma-linolenoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1056,HMDB0006521,HADHA,producing,cis-Vaccenoyl CoA,unknown,unknown,irreversible,ReconProductionDegradation
1057,HMDB0304118,HADHA,producing,3-cis-dodecenoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1058,HMDB0001322,HADHA,producing,Oleoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1630,HMDB0010714,B4GALT6,producing,Galactosylceramide (d18:1/18:1(9Z)),unknown,unknown,irreversible,ReconProductionDegradation
1036,HMDB0002307,HADHA,degrading,Acrylyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
11751,HMDB0001206,ACOX3,producing,Acetyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
11750,HMDB0000045,ACOX3,producing,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation
10979,HMDB0000538,VARS1,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
46888,HMDB0001341,SLC27A1,producing,ADP,c->e,out,irreversible,ReconProductionDegradation
1051,HMDB0000142,HADHA,producing,Formic acid,unknown,unknown,irreversible,ReconProductionDegradation
12729,HMDB0000217,CYP4F8,producing,NADP,unknown,unknown,irreversible,ReconProductionDegradation
1050,HMDB0006821,HADHA,producing,"2,5-Diaminopyrimidine nucleoside triphosphate",unknown,unknown,irreversible,ReconProductionDegradation
1037,HMDB0002054,HADHA,degrading,Tiglyl-CoA,unknown,unknown,reversible,ReconProductionDegradation
222,HMDB0000538,RPS6KA4,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
223,HMDB0001341,RPS6KA4,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
1632,HMDB0000295,B4GALT6,producing,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation
1038,HMDB0001011,HADHA,degrading,Methacrylyl-CoA,unknown,unknown,reversible,ReconProductionDegradation
1039,HMDB0006540,HADHA,degrading,"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",unknown,unknown,reversible,ReconProductionDegradation
1631,HMDB0004841,B4GALT6,producing,Galabiosylceramide (d18:1/25:0),unknown,unknown,irreversible,ReconProductionDegradation
1040,HMDB0004264,HADHA,degrading,"14,15-Epoxy-5,8,11-eicosatrienoic acid",unknown,unknown,irreversible,ReconProductionDegradation
1041,HMDB0004673,HADHA,degrading,"11,12-Epoxyeicosatrienoic acid",unknown,unknown,irreversible,ReconProductionDegradation
1042,HMDB0000538,HADHA,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
1043,HMDB0003942,HADHA,producing,(S)-Hydroxyhexanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1044,HMDB0003940,HADHA,producing,(S)-Hydroxyoctanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1045,HMDB0303998,HADHA,producing,(S)-3-hydroxydecanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1046,HMDB0006823,HADHA,producing,"2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine",unknown,unknown,irreversible,ReconProductionDegradation
1047,HMDB0003936,HADHA,producing,(S)-3-Hydroxydodecanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1048,HMDB0006807,HADHA,producing,3-Hydroxypropionyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1049,HMDB0001356,HADHA,producing,2-Methyl-3-hydroxybutyryl-CoA,unknown,unknown,reversible,ReconProductionDegradation
1060,HMDB0012969,HADHA,producing,Heptanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1062,HMDB0006497,HADHA,producing,Heptadecanoyl CoA,unknown,unknown,irreversible,ReconProductionDegradation
1078,HMDB0006891,HADHA,producing,"3a,7a,12a-Trihydroxy-5b-24-oxocholestanoyl-CoA",unknown,unknown,reversible,ReconProductionDegradation
11706,HMDB0001114,ACOX3,degrading,Stearoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
12675,HMDB0000032,CYP7A1,producing,7-Dehydrocholesterol,unknown,unknown,irreversible,ReconProductionDegradation
11713,HMDB0002012,ACOX3,degrading,Ubiquinone-1,unknown,unknown,irreversible,ReconProductionDegradation
11712,HMDB0006523,ACOX3,degrading,Arachidonyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
11711,HMDB0006368,ACOX3,degrading,Gamma-linolenoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
11710,HMDB0006243,ACOX3,degrading,Tetracosahexaenoyl CoA,unknown,unknown,irreversible,ReconProductionDegradation
11709,HMDB0002178,ACOX3,degrading,"3a,7a,12a-Trihydroxy-5b-cholestanoyl-CoA",unknown,unknown,irreversible,ReconProductionDegradation
11708,HMDB0006459,ACOX3,degrading,Hexacosanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
11707,HMDB0004258,ACOX3,degrading,Eicosanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
11699,HMDB0002288,ACOX3,degrading,5-cis-8-cis-Tetradecadienoyl-CoA,unknown,unknown,reversible,ReconProductionDegradation
1559,HMDB0001341,ABCG8,producing,ADP,c->e,out,irreversible,ReconProductionDegradation
11705,HMDB0002845,ACOX3,degrading,Hexanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
11704,HMDB0062221,ACOX3,degrading,15Z-tetracosenoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
11703,HMDB0062217,ACOX3,degrading,13Z-docosenoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
11702,HMDB0001322,ACOX3,degrading,Oleoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1557,HMDB0000067,ABCG8,producing,Cholesterol,e->c,in,irreversible,ReconProductionDegradation
11701,HMDB0006521,ACOX3,degrading,cis-Vaccenoyl CoA,unknown,unknown,irreversible,ReconProductionDegradation
12129,HMDB0006523,FADS3,producing,Arachidonyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
11714,HMDB0001088,ACOX3,degrading,Butyryl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
11715,HMDB0060239,ACOX3,degrading,Lignocericyl coenzyme A,unknown,unknown,irreversible,ReconProductionDegradation
11716,HMDB0001521,ACOX3,degrading,Tetradecanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
262,HMDB0062619,GPX1,producing,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoic Acid",unknown,unknown,reversible,ReconProductionDegradation
263,HMDB0004244,GPX1,producing,15(S)-HPETE,unknown,unknown,reversible,ReconProductionDegradation
264,HMDB0004667,GPX1,producing,13-HODE,unknown,unknown,irreversible,ReconProductionDegradation
265,HMDB0000217,GPX1,producing,NADP,unknown,unknown,irreversible,ReconProductionDegradation
11721,HMDB0012556,ACOX3,degrading,13'-Carboxy-alpha-tocotrienol,unknown,unknown,irreversible,ReconProductionDegradation
11720,HMDB0002057,ACOX3,degrading,Pristanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
11719,HMDB0001070,ACOX3,degrading,Octanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
11718,HMDB0006404,ACOX3,degrading,Decanoyl-CoA (n-C10:0CoA),unknown,unknown,irreversible,ReconProductionDegradation
11717,HMDB0003571,ACOX3,degrading,Lauroyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
266,HMDB0011134,GPX1,producing,5-HETE,unknown,unknown,irreversible,ReconProductionDegradation
267,HMDB0003337,GPX1,producing,Oxidized glutathione,unknown,unknown,irreversible,ReconProductionDegradation
12127,HMDB0060311,FADS3,producing,"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA",unknown,unknown,irreversible,ReconProductionDegradation
1563,HMDB0000538,HECW1,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
12128,HMDB0006519,FADS3,producing,Stearidonoyl CoA,unknown,unknown,irreversible,ReconProductionDegradation
11700,HMDB0001064,ACOX3,degrading,Linoleoyl-CoA,unknown,unknown,reversible,ReconProductionDegradation
11724,HMDB0004673,ACOX3,degrading,"11,12-Epoxyeicosatrienoic acid",unknown,unknown,irreversible,ReconProductionDegradation
1074,HMDB0001275,HADHA,producing,Propionyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
12668,HMDB0000626,CYP7A1,producing,Deoxycholic acid,unknown,unknown,irreversible,ReconProductionDegradation
12667,HMDB0001248,CYP7A1,producing,FAD,unknown,unknown,irreversible,ReconProductionDegradation
12666,HMDB0001170,CYP7A1,producing,Lathosterol,unknown,unknown,irreversible,ReconProductionDegradation
12665,HMDB0000619,CYP7A1,degrading,Cholic acid,unknown,unknown,irreversible,ReconProductionDegradation
12664,HMDB0000067,CYP7A1,degrading,Cholesterol,unknown,unknown,irreversible,ReconProductionDegradation
12663,HMDB0001197,CYP7A1,degrading,FADH,unknown,unknown,irreversible,ReconProductionDegradation
12662,HMDB0006842,CYP7A1,degrading,"5alpha-Cholesta-7,24-dien-3beta-ol",unknown,unknown,irreversible,ReconProductionDegradation
1553,HMDB0000538,ABCG8,degrading,Adenosine triphosphate,c->e,out,irreversible,ReconProductionDegradation
1543,HMDB0006235,INPP4B,degrading,"D-myo-Inositol 3,4-bisphosphate",unknown,unknown,irreversible,ReconProductionDegradation
1075,HMDB0006498,HADHA,producing,3-Oxooctadecanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1076,HMDB0060190,HADHA,producing,3-Oxoicosanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
12661,HMDB0001341,PRKCI,producing,ADP,unknown,unknown,irreversible,ReconProductionDegradation
12660,HMDB0000538,PRKCI,degrading,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation
1077,HMDB0060215,HADHA,producing,3-Oxodocosanoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
12669,HMDB0000221,CYP7A1,producing,NADPH,unknown,unknown,irreversible,ReconProductionDegradation
1072,HMDB0001518,HADHA,producing,alpha-CEHC,unknown,unknown,irreversible,ReconProductionDegradation
12130,HMDB0006368,FADS3,producing,Gamma-linolenoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1547,HMDB0006814,INPP4B,producing,D-myo-Inositol 3-phosphate,unknown,unknown,irreversible,ReconProductionDegradation
11698,HMDB0002145,ACOX3,degrading,4-cis-Decenoyl-CoA,unknown,unknown,reversible,ReconProductionDegradation
11697,HMDB0006532,ACOX3,degrading,Palmitoleyl-CoA,unknown,unknown,reversible,ReconProductionDegradation
12131,HMDB0000217,FADS3,producing,NADP,unknown,unknown,irreversible,ReconProductionDegradation
1067,HMDB0002145,HADHA,producing,4-cis-Decenoyl-CoA,unknown,unknown,reversible,ReconProductionDegradation
1068,HMDB0001484,HADHA,producing,Acetoacetyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1069,HMDB0001423,HADHA,producing,Coenzyme A,unknown,unknown,irreversible,ReconProductionDegradation
11696,HMDB0001338,ACOX3,degrading,Palmityl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1070,HMDB0303997,HADHA,producing,(S)-3-hydroxybutanoyl-CoA,unknown,unknown,reversible,ReconProductionDegradation
1071,HMDB0000902,HADHA,producing,NAD,unknown,unknown,reversible,ReconProductionDegradation
12674,HMDB0000217,CYP7A1,producing,NADP,unknown,unknown,irreversible,ReconProductionDegradation
12672,HMDB0001496,CYP7A1,producing,7alpha-Hydroxycholesterol,unknown,unknown,irreversible,ReconProductionDegradation
11723,HMDB0004264,ACOX3,degrading,"14,15-Epoxy-5,8,11-eicosatrienoic acid",unknown,unknown,irreversible,ReconProductionDegradation
11725,HMDB0001423,ACOX3,degrading,Coenzyme A,unknown,unknown,irreversible,ReconProductionDegradation
12712,HMDB0001248,CYP4F8,producing,FAD,unknown,unknown,irreversible,ReconProductionDegradation
11739,HMDB0062535,ACOX3,producing,"trans-2,3-dehydropristanoyl-CoA",unknown,unknown,irreversible,ReconProductionDegradation
12701,HMDB0012824,CYP4F8,degrading,5-Oxo-6-trans-leukotriene B4,unknown,unknown,reversible,ReconProductionDegradation
12700,HMDB0001197,CYP4F8,degrading,FADH,unknown,unknown,irreversible,ReconProductionDegradation
12699,HMDB0062469,CYP4F8,degrading,Benzo[a]pyrene,unknown,unknown,irreversible,ReconProductionDegradation
1580,HMDB0000217,PDPR,producing,NADP,unknown,unknown,reversible,ReconProductionDegradation
12698,HMDB0062429,CYP4F8,degrading,"7,12-Dimethylbenz[a]anthracene",unknown,unknown,irreversible,ReconProductionDegradation
11740,HMDB0003948,ACOX3,producing,(2E)-Decenoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1579,HMDB0000092,PDPR,producing,Dimethylglycine,unknown,unknown,reversible,ReconProductionDegradation
11738,HMDB0006260,ACOX3,producing,"Trans-2-all-cis-6,9,12,15,18,21-tetracosaheptaenoyl-CoA",unknown,unknown,irreversible,ReconProductionDegradation
11032,HMDB0006215,GSTT2,degrading,Naphthalene epoxide,unknown,unknown,irreversible,ReconProductionDegradation
11737,HMDB0006889,ACOX3,producing,"3a,7a,12a-Trihydroxy-5b-cholest-24-enoyl-CoA",unknown,unknown,irreversible,ReconProductionDegradation
11736,HMDB0011123,ACOX3,producing,"trans,cis-Lauro-2,6-dienoyl-CoA",unknown,unknown,irreversible,ReconProductionDegradation
11735,HMDB0012576,ACOX3,producing,13E-Tetranor-16-oxo-16-CoA-LTE4,unknown,unknown,irreversible,ReconProductionDegradation
11734,HMDB0006529,ACOX3,producing,trans-Octadec-2-enoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
12697,HMDB0060116,CYP4F8,degrading,"Dibenzo[a,l]pyrene",unknown,unknown,irreversible,ReconProductionDegradation
12696,HMDB0001251,CYP4F8,degrading,Lanosterol,unknown,unknown,irreversible,ReconProductionDegradation
11733,HMDB0003950,ACOX3,producing,7-Methylinosine,unknown,unknown,irreversible,ReconProductionDegradation
11732,HMDB0003944,ACOX3,producing,trans-2-Hexenoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
12702,HMDB0000673,CYP4F8,degrading,Linoleic acid,unknown,unknown,irreversible,ReconProductionDegradation
12703,HMDB0000053,CYP4F8,degrading,Androstenedione,unknown,unknown,irreversible,ReconProductionDegradation
11741,HMDB0003946,ACOX3,producing,(2E)-Tetradecenoyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
1587,HMDB0000058,PDE4C,degrading,Cyclic AMP,unknown,unknown,irreversible,ReconProductionDegradation
12710,HMDB0004701,CYP4F8,producing,"9,10-Epoxyoctadecenoic acid",unknown,unknown,irreversible,ReconProductionDegradation
1063,HMDB0001338,HADHA,producing,Palmityl-CoA,unknown,unknown,irreversible,ReconProductionDegradation
12709,HMDB0000221,CYP4F8,producing,NADPH,unknown,unknown,reversible,ReconProductionDegradation
12708,HMDB0001023,CYP4F8,producing,"4,4-Dimethylcholesta-8,14,24-trienol",unknown,unknown,irreversible,ReconProductionDegradation
