HMDB,MetName,Symbol,Receptor,DB,CellLoc,BSLoc,TissueLoc,Mode,comb,a.database,a.experiment,a.textmining,a.prediction
"""HMDB0001358""","""Retinal""","""LPAR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]","[""Adrenal Cortex"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",322,322,0,0,0
"""HMDB0014940""","""Alfentanil""","""LPAR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",273,273,0,0,0
"""HMDB0001217""","""4alpha-Methylzymosterol""","""LPAR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",928,309,0,0,900
"""HMDB0001442""","""Prostaglandin E1""","""LPAR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]","""binding""",271,271,0,0,0
"""HMDB0004080""","""Anandamide""","""LPAR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]",null,"""binding""",211,211,0,0,0
"""HMDB0004666""","""MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)""","""LPAR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""All Tissues"", ""Placenta""]","""binding""",910,126,0,0,900
"""HMDB0007853""","""LysoPA(16:0/0:0)""","""LPAR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Feces""]","[""All Tissues""]","""binding""",403,403,0,0,0
"""HMDB0014466""","""Amitriptyline""","""LPAR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",286,286,0,0,0
"""HMDB0014683""","""Amoxapine""","""LPAR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",214,214,0,0,0
"""HMDB0015267""","""Carvedilol""","""LPAR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",274,274,0,0,0
"""HMDB0000990""","""Acetaldehyde""","""LPAR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adrenal Medulla"", ""Brain"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","""binding""",322,322,0,0,0
"""HMDB0014620""","""Chlorpromazine""","""LPAR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",267,267,0,0,0
"""HMDB0014677""","""Ciprofloxacin""","""LPAR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",282,282,0,0,0
"""HMDB0015477""","""Clenbuterol""","""LPAR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",276,276,0,0,0
"""HMDB0000148""","""L-Glutamic acid""","""GRIA2""","""lgic""","""NeuronchatMetaboliteReceptor""","[""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen""]","""activation""",null,null,null,null,null
"""HMDB0000191""","""L-Aspartic acid""","""GRIA2""","""lgic""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Mitochondria""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""All Tissues"", ""Placenta"", ""Prostate""]","""activation""",963,795,0,167,800
"""HMDB0000148""","""L-Glutamic acid""","""GRIA2""","""lgic""","""StitchMetaboliteReceptor""","[""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen""]","""activation""",990,907,0,495,800
"""HMDB0000464""","""Calcium""","""GRIA2""","""lgic""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]",null,"""activation""",966,553,0,295,900
"""HMDB0000946""","""Ursodeoxycholic acid""","""TNFRSF10B""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Blood"", ""Feces"", ""Urine""]","[""Adrenal Cortex"", ""Bladder"", ""Fibroblasts"", ""Intestine"", ""Liver"", ""Placenta"", ""Skeletal Muscle""]","""activation""",938,0,0,800,700
"""HMDB0000464""","""Calcium""","""TNFRSF10B""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]",null,"""binding""",800,800,0,0,0
"""HMDB0000492""","""Chloride ion""","""TNFRSF10B""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Sweat"", ""Urine""]","[""All Tissues""]","""binding""",800,800,0,0,0
"""HMDB0000588""","""Sodium""","""TNFRSF10B""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Golgi apparatus"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","[""Kidney""]","""binding""",800,800,0,0,0
"""HMDB0001273""","""Guanosine triphosphate""","""F2R""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Mitochondria"", ""Nucleus""]","[""Blood"", ""Cerebrospinal Fluid (CSF)""]","[""Neuron"", ""Placenta"", ""Platelet"", ""Testis""]","""binding""",900,0,0,0,900
"""HMDB0001201""","""Guanosine diphosphate""","""F2R""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Golgi apparatus"", ""Mitochondria"", ""Nucleus""]","[""Blood"", ""Cerebrospinal Fluid (CSF)""]",null,"""binding""",900,0,0,0,900
"""HMDB0000464""","""Calcium""","""F2R""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]",null,"""binding""",908,0,0,115,900
"""HMDB0000131""","""Glycerol""","""F2R""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Mitochondria""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Bladder"", ""Brain"", ""Epidermis"", ""Kidney"", ""Liver"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","""binding""",800,800,0,0,0
"""HMDB0000588""","""Sodium""","""F2R""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Golgi apparatus"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","[""Kidney""]","""binding""",800,800,0,0,0
"""HMDB0003352""","""Menthol""","""TRPV3""","""vgic""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Feces"", ""Saliva"", ""Urine""]","[""Bladder"", ""Epidermis"", ""Neuron"", ""Skeletal Muscle""]","""activation""",829,0,0,173,800
"""HMDB0035765""","""p-Menthan-3-ol""","""TRPV3""","""vgic""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Feces""]",null,"""activation""",973,0,0,870,800
"""HMDB0001878""","""Thymol""","""TRPV3""","""vgic""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Saliva"", ""Urine""]","[""Liver"", ""Skeletal Muscle""]","""activation""",753,0,0,202,700
"""HMDB0038707""","""Ganoderiol F""","""TRPV3""","""vgic""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""activation""",775,0,0,273,700
"""HMDB0000112""","""gamma-Aminobutyric acid""","""GABRG2""","""lgic""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adrenal Cortex"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Placenta"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",981,537,0,628,900
"""HMDB0014967""","""Diazepam""","""GABRG2""","""lgic""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""activation""",969,568,0,671,800
"""HMDB0000112""","""gamma-Aminobutyric acid""","""GABRG2""","""lgic""","""NeuronchatMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adrenal Cortex"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Placenta"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",null,null,null,null,null
"""HMDB0000169""","""D-Mannose""","""FZD9""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",608,608,0,0,0
"""HMDB0000588""","""Sodium""","""FZD9""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Golgi apparatus"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]","[""Kidney""]","""binding""",557,557,0,0,0
"""HMDB0000174""","""L-Fucose""","""FZD9""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Lysosome""]","[""Blood"", ""Breast Milk"", ""Feces"", ""Saliva"", ""Urine""]","[""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Spleen"", ""Testis""]","""binding""",608,608,0,0,0
"""HMDB0003229""","""Palmitoleic acid""","""FZD9""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Placenta"", ""Prostate"", ""Skeletal Muscle""]","""binding""",608,608,0,0,0
"""HMDB0001448""","""Sulfate""","""FZD9""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Placenta""]","""binding""",499,499,0,0,0
"""HMDB0000273""","""Thymidine""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Amniotic Fluid"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Gland"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","""binding""",205,205,0,0,0
"""HMDB0015282""","""Desipramine""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",280,280,0,0,0
"""HMDB0014328""","""Amphetamine""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]","[""Kidney"", ""Liver""]","""binding""",275,275,0,0,0
"""HMDB0014323""","""Valsartan""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""activation""",417,259,0,236,0
"""HMDB0000295""","""Uridine 5'-diphosphate""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome"", ""Mitochondria"", ""Nucleus""]","[""Blood""]","[""Placenta"", ""Prostate"", ""Thyroid Gland""]","""binding""",917,198,0,0,900
"""HMDB0000990""","""Acetaldehyde""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adrenal Medulla"", ""Brain"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","""binding""",322,322,0,0,0
"""HMDB0013657""","""2-Arachidonyl Glycerol ether""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",205,205,0,0,0
"""HMDB0000895""","""Acetylcholine""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Nucleus""]","[""Cerebrospinal Fluid (CSF)"", ""Saliva""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",921,0,0,236,900
"""HMDB0000975""","""Trehalose""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Feces"", ""Urine""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Platelet"", ""Skeletal Muscle""]","""binding""",322,322,0,0,0
"""HMDB0040987""","""(-)-Morphine""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",382,332,101,0,0
"""HMDB0014680""","""Nortriptyline""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]","[""Kidney"", ""Liver""]","""binding""",286,286,0,0,0
"""HMDB0015070""","""Oxymetazoline""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",270,270,0,0,0
"""HMDB0000870""","""Histamine""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""activation""",935,204,0,236,900
"""HMDB0014600""","""Prazosin""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",366,366,0,0,0
"""HMDB0000220""","""Palmitic acid""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","""activation""",945,322,0,236,900
"""HMDB0000050""","""Adenosine""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""All Tissues"", ""Placenta""]","""binding""",237,237,0,0,0
"""HMDB0035848""","""Monoacetoxyscirpenol""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]",null,null,"""binding""",237,237,0,0,0
"""HMDB0000259""","""Serotonin""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","""binding""",928,310,0,0,900
"""HMDB0001452""","""Thromboxane A2""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","[""Platelet"", ""Smooth Muscle""]","""inhibition""",921,0,0,236,900
"""HMDB0000073""","""Dopamine""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",410,274,0,210,0
"""HMDB0000123""","""Glycine""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Lysosome"", ""Mitochondria"", ""Peroxisome""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","[""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Thyroid Gland""]","""binding""",283,283,0,0,0
"""HMDB0014794""","""Trazodone""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",209,209,0,0,0
"""HMDB0014844""","""Tamsulosin""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",325,325,0,0,0
"""HMDB0031404""","""Cyclohexylamine""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular""]","[""Blood"", ""Feces""]",null,"""binding""",307,307,0,0,0
"""HMDB0015559""","""Thioproperazine""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",275,275,0,0,0
"""HMDB0000169""","""D-Mannose""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",322,322,0,0,0
"""HMDB0000216""","""Norepinephrine""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Heart"", ""Intestine"", ""Kidney"", ""Leukocyte"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","""binding""",922,249,0,0,900
"""HMDB0032477""","""Polyoxyethylene 40 monostearate""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",287,287,0,0,0
"""HMDB0008923""","""PE(16:0/16:0)""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Feces""]","[""All Tissues"", ""Brain""]","""binding""",322,322,0,0,0
"""HMDB0000674""","""PA(16:0/16:0)""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood""]",null,"""binding""",322,322,0,0,0
"""HMDB0036565""","""beta-Ionone""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Saliva""]",null,"""binding""",322,322,0,0,0
"""HMDB0001358""","""Retinal""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]","[""Adrenal Cortex"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",322,322,0,0,0
"""HMDB0014940""","""Alfentanil""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",273,273,0,0,0
"""HMDB0001217""","""4alpha-Methylzymosterol""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]",null,null,"""binding""",928,309,0,0,900
"""HMDB0001442""","""Prostaglandin E1""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]","""binding""",271,271,0,0,0
"""HMDB0004080""","""Anandamide""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]",null,"""binding""",211,211,0,0,0
"""HMDB0014466""","""Amitriptyline""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",286,286,0,0,0
"""HMDB0014683""","""Amoxapine""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",214,214,0,0,0
"""HMDB0015267""","""Carvedilol""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",274,274,0,0,0
"""HMDB0014620""","""Chlorpromazine""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",267,267,0,0,0
"""HMDB0014677""","""Ciprofloxacin""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",282,282,0,0,0
"""HMDB0015477""","""Clenbuterol""","""PROKR2""","""gpcr""","""StitchMetaboliteReceptor""","[""Extracellular"", ""Membrane""]","[""Blood"", ""Urine""]",null,"""binding""",276,276,0,0,0
"""HMDB0000464""","""Calcium""","""IL17RA""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Extracellular""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]",null,"""binding""",800,800,0,0,0
"""HMDB0000169""","""D-Mannose""","""IL17RA""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","""binding""",800,800,0,0,0
"""HMDB0000174""","""L-Fucose""","""IL17RA""","""catalytic_receptor""","""StitchMetaboliteReceptor""","[""Cytoplasm"", ""Extracellular"", ""Lysosome""]","[""Blood"", ""Breast Milk"", ""Feces"", ""Saliva"", ""Urine""]","[""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Spleen"", ""Testis""]","""binding""",800,800,0,0,0
